wwtp_jurisdiction	wwtp_id	reporting_jurisdiction	sample_location	sample_location_specify	key_plot_id	county_names	county_fips	population_served	date_start	date_end	ptc_15d	detect_prop_15d	percentile	sampling_prior	first_sample_date
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-04	2024-08-18	-22	100	67.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-05	2024-08-19	-22	100	67.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-06	2024-08-20	-15	100	66.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-07	2024-08-21	-16	100	66.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-08	2024-08-22	-15	100	59.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-09	2024-08-23	-10	100	59.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-10	2024-08-24	-10	100	59.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-11	2024-08-25	-7	100	54.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-12	2024-08-26	-4	100	54.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-13	2024-08-27	3	100	55	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-14	2024-08-28	9	100	55	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-15	2024-08-29	4	100	52.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-16	2024-08-30	6	100	52.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-17	2024-08-31	6	100	52.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-18	2024-09-01	6	100	52.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-19	2024-09-02	-1	100	52.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-20	2024-09-03	-5	100	57	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-21	2024-09-04	-3	100	57	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-22	2024-09-05	-3	100	55.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-23	2024-09-06	-8	100	55.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-24	2024-09-07	-8	100	55.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-25	2024-09-08	-13	100	52.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-26	2024-09-09	-18	100	52.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-27	2024-09-10	-17	100	48.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-28	2024-09-11	-13	100	48.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-29	2024-09-12	-4	100	46.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-30	2024-09-13	0	100	46.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-08-31	2024-09-14	0	100	46.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-01	2024-09-15	-1	100	42.833	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-02	2024-09-16	-1	100	42.833	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-03	2024-09-17	0	100	42	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-04	2024-09-18	2	100	42	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-05	2024-09-19	12	100	47.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-06	2024-09-20	24	100	47.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-07	2024-09-21	24	100	47.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-08	2024-09-22	8	100	44.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-09	2024-09-23	2	100	44.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-10	2024-09-24	-2	100	45	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-11	2024-09-25	-10	100	45	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-12	2024-09-26	-10	100	46.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-13	2024-09-27	-8	100	46.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-14	2024-09-28	-8	100	46.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-15	2024-09-29	-6	100	42.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-16	2024-09-30	-11	100	42.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-17	2024-10-01	-10	100	45.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-18	2024-10-02	-14	100	45.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-19	2024-10-03	-15	100	42.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-20	2024-10-04	-4	100	42.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-21	2024-10-05	-4	100	42.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-22	2024-10-06	-7	100	31.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-23	2024-10-07	-11	100	31.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-24	2024-10-08	-3	100	32	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-25	2024-10-09	-3	100	32	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-26	2024-10-10	-5	100	29	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-27	2024-10-11	-4	100	29	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-28	2024-10-12	-4	100	29	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-29	2024-10-13	-13	100	23.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-09-30	2024-10-14	-13	100	23.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-01	2024-10-15	5	100	28.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-02	2024-10-16	12	100	28.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-03	2024-10-17	12	100	25.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-04	2024-10-18	14	100	25.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-05	2024-10-19	14	100	25.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-06	2024-10-20	14	100	29.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-07	2024-10-21	12	100	29.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-08	2024-10-22	4	100	31	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-09	2024-10-23	13	100	31	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-10	2024-10-24	10	100	30.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-11	2024-10-25	9	100	30.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-12	2024-10-26	9	100	30.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-13	2024-10-27	9	100	35.857	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-14	2024-10-28	-9	100	35.857	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-15	2024-10-29	-13	100	36.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-16	2024-10-30	-7	100	36.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-17	2024-10-31	-15	100	25.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-18	2024-11-01	-19	100	25.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-19	2024-11-02	-19	100	25.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-20	2024-11-03	-25	100	20.857	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-21	2024-11-04	-26	100	20.857	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-22	2024-11-05	-19	100	15.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-23	2024-11-06	-25	100	15.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-24	2024-11-07	-17	100	13.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-25	2024-11-08	-15	100	13.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-26	2024-11-09	-15	100	13.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-27	2024-11-10	-6	100	11	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-28	2024-11-11	8	100	11	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-29	2024-11-12	5	100	5.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-30	2024-11-13	14	100	5.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-10-31	2024-11-14	11	100	5.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-01	2024-11-15	13	100	5.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-02	2024-11-16	13	100	5.714	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-03	2024-11-17	5	100	5.857	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-04	2024-11-18	-7	100	5.857	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-05	2024-11-19	-4	100	6.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-06	2024-11-20	-7	100	6.429	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-07	2024-11-21	5	100	9	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-08	2024-11-22	9	100	9	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-09	2024-11-23	9	100	9	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-10	2024-11-24	1	100	8.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-11	2024-11-25	5	100	8.143	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-12	2024-11-26	10	100	8.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-13	2024-11-27	11	100	8.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-14	2024-11-28	11	100	8.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-15	2024-11-29	15	100	8.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-16	2024-11-30	15	100	8.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-17	2024-12-01	32	100	21.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-18	2024-12-02	31	100	21.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-19	2024-12-03	16	100	22.833	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-20	2024-12-04	12	100	22.833	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-21	2024-12-05	6	100	25.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-22	2024-12-06	17	100	25.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-23	2024-12-07	17	100	25.5	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-24	2024-12-08	4	100	22.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-25	2024-12-09	-12	100	22.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-26	2024-12-10	-6	100	29.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-27	2024-12-11	-18	100	29.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-28	2024-12-12	-11	100	30.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-29	2024-12-13	-11	100	30.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-11-30	2024-12-14	-11	100	30.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-01	2024-12-15	-11	100	29	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-02	2024-12-16	1	100	29	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-03	2024-12-17	12	100	27	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-04	2024-12-18	15	100	27	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-05	2024-12-19	22	100	35.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-06	2024-12-20	31	100	35.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-07	2024-12-21	31	100	35.286	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-08	2024-12-22	19	100	38.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-09	2024-12-23	13	100	38.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-10	2024-12-24	13	100	38.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-11	2024-12-25	19	100	38.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-12	2024-12-26	11	100	46.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-13	2024-12-27	9	100	46.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-14	2024-12-28	9	100	46.333	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-15	2024-12-29	1	100	51.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-16	2024-12-30	-12	100	51.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-17	2024-12-31	-12	100	51.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-18	2025-01-01	-14	100	51.667	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-19	2025-01-02	-10	100	53.2	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-20	2025-01-03	-3	100	53.2	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-21	2025-01-04	-3	100	53.2	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-22	2025-01-05	-4	100	48.6	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-23	2025-01-06	-6	100	48.6	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-24	2025-01-07	0	100	51.4	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-25	2025-01-08	0	100	51.4	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-26	2025-01-09	5	100	54.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-27	2025-01-10	13	100	54.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-28	2025-01-11	13	100	54.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-29	2025-01-12	15	100	57.833	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-30	2025-01-13	21	100	57.833	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2024-12-31	2025-01-14	6	100	56.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-01	2025-01-15	6	100	56.167	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-02	2025-01-16	5	100	56.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-03	2025-01-17	3	100	56.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-04	2025-01-18	3	100	56.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-05	2025-01-19	3	100	56.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-06	2025-01-20	-6	100	56.571	no	2022-10-30
Georgia	1740	Georgia	Treatment plant	NA	WWS_ga_1740_Treatment plant_post grit removal	Fulton	13121	294660	2025-01-07	2025-01-21	5	100	64.667	no	2022-10-30
